father_file	question	answer
企微聊天记录(1).txt	李梦婷 2/13 13:27:57\n超梦超梦 签约短线宝后回访没成功，可以再发起吗？ 超梦 2/13 13:28:05	{'number': 3, 'question': [{'question': '签约短线宝后回访没成功，可以再次发起吗？', 'answer': '可以再次发起。'}, {'question': '签约短线宝后回访没成功，是否可以重新发起？', 'answer': '可以重新发起。'}, {'question': '签约短线宝后回访没成功，是否可以重新发起？', 'answer': '可以重新发起。'}]}
5-2 神奇电波.txt	【周策略】6月行情将进入新阶\n\n段，此外我们还可以通过个股\n\n此外我们还可以通过个月怕以日K线首席策略视点\n\n首席策略\n\n本产品适合风险承受能力等级为稳健型（C3）及以上：拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看。自选投顾理财交易\n\n自选38市场Q决策问揭秘\n\n11193.59\n\n沪 深-0.12% 创 持仓\n\n深-0.12%\n\n最新价\n\n最新价 涨跌幅>\n\n涨跌幅>\n\n贵州茅台\n\n1755.16\n\n600519\n\n融\n\n粤电力A\n\n4.51\n\n4.51-1.31%\n\n-1.31%\n\n000539 融\n\n十添加自选\n\n三编辑自选\n\n十添加自选 三 编辑自选\n\n视频内容仅供签约客户参考\n\n此外我们还可以通过个股日K线\n\n本产品适合风险承受能力等级为稳健型（C3）及以上.拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看。首页投顾理财交易\n\n[\n\n收盘\n\n今开\n\n最 高 市值2 2 0 4 8 . 2 8 亿\n\n最 低 换手率 0.20% 成交额 4 4 . 3 7 亿\n\n换手率\n\n0.20%成交额44.37亿\n\n五日 日K 周K 月K 分钟\n\n0.00 +2.13% 查看更多\n\n+2.13%\n\n查看更多\n\n卖1 0\n\n卖9\n\n卖8\n\n卖7\n\n1742.80\n\n卖6\n\n三\n\n卖5\n\n卖4\n\n视频内容仅供签约客户参\n\n卖3\n\n卖2\n\n1705.60-2.13%\n\n2.13%卖1\n\n1705.60\n\n卖1\n\n09:30 叠加 15:00\n\n09:30\n\n15:00\n\n资金博弈\n\n买1\n\n买2\n\n买3\n\n买4\n\n分时成交\n\n卖1 买1\n\n目\n\n短线宝\n\n此外我们还可以通过个股\n\n此外我们还可以通过个股新闻怕研放日K线\n\n日K线\n\n本产品适合风险承受能力等级为稳健型（C3）及以上.拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看。买入卖出撤单提醒更多\n\n贵州茅台\n\n问 Q\n\n600519\n\n沪L 2\n\nL2\n\n收盘\n\n今开\n\n市值2 2 0 4 8 . 2 8 亿\n\n最低 换手率 0.20% 成交额 4 4 . 3 7 亿\n\n换手率\n\n0.20%成交额44.37亿\n\n分时 五日 周K 月K 分钟\n\n1981.48\n\n1752.2\n\n供签约客户修\n\n1593.00\n\n2022/05/27\n\n2022/02/16 2022/05/27	{'number': 5, 'question': [{'question': '6月行情将进入新阶段，适合哪些风险承受能力等级的投资者？', 'answer': '适合风险承受能力等级为稳健型（C3）及以上的投资者。'}, {'question': '贵州茅台的股票代码是什么？', 'answer': '600519'}, {'question': '粤电力A的最新股价是多少？', 'answer': '4.51'}, {'question': '贵州茅台的最新收盘价是多少？', 'answer': '1755.16'}, {'question': '粤电力A的最新股价涨跌幅是多少？', 'answer': '-1.31%'}]}
企微聊天记录(1).txt	王静辉 2/14 16:09:35\n超梦超梦 XX产品什么时候生效？ 超梦 2/14 16:09:42	{'number': 3, 'question': [{'question': 'XX产品什么时候生效？', 'answer': '2/14 16:09:42'}, {'question': '王静辉在什么时间询问了XX产品生效时间？', 'answer': '2/14 16:09:35'}, {'question': 'XX产品生效的具体时间是什么时候？', 'answer': '2/14 16:09:42'}]}
2-1Level2白银版功能详解十档行情.txt	| 0 | 1 | 2 | 3 | 4 |\n|-|-|-|-|-|\n| 33.01 | | | 2.74% | 明细 |\n| |       | | 卖10 | 129 |\n| |       | | 卖9 | 277 |\n| |       | | 卖8 | 24 |\n| |       | | 卖7 | 237 |\n| |       | | 卖6 | 252 |\n| |       | | 卖5 | 114 |\n| |       | | 卖4 | 194 |\n| |       | | 卖3 | 357 |\n| |       | | 卖2 | 226 |\n| |       | | 卖1 | 645 |\n| |       | | 2.7.% | |\n| |       | | 叠加15：00买1 | 392 |\n| 09：30 | | | | |\n| | 现量1 | | 买2 | 157 |\n| 8023.00 | | | 买3 | 144 |\n| |       | | 买4 | 52 |\n| |       | | 买5 | 39 |\n| |       | | 买6 | 150 |\n| 卖一 | | 645买一 | 392买7 | 87 |\n| |       | | 买8 | 959 |\n| 20 | 5 | 2 | | |\n| |       | | 买9 | 216 |\n| 5 | 12 | 5 | 买10 | 100 |\n| 5 | 5 | 200 | 更多 | 查看更多 |\n| |       | | 筹码分布 | 短线宝 |\n| 货币资金 | | 新闻简况 | 公告研报 | 诊断 |	{'number': 3, 'question': [{'question': '在表格中，卖一的价格是多少？', 'answer': '卖一的价格是645。'}, {'question': '在表格中，买一的价格是多少？', 'answer': '买一的价格是392。'}, {'question': '表格中，现量1对应的价格是多少？', 'answer': '现量1对应的价格是157。'}]}
5-2 神奇电波.txt	最高 今开 市值2 2 0 4 8 . 2 8 亿\n\n换手率\n\n最低 换手率 0.20% 成交额 4 4 . 3 7 亿\n\n0.20%成交额44.37亿\n\n分时 五日 周K 月K 分钟\n\n2216.96\n\n2216.96\n\n2216.96 2216.96\n\n1904.98\n\n1593.00\n\n1593.00 1593.00\n\n1593.00\n\n2021/12/07\n\n2022/03/21\n\n2021/12/07 2022/03/21\n\nCR CR:66.01MA1:7095MA2:70.78MA3:84.74MA4:112.73\n\n219.48\n\n频\n\n42.39\n\n新闻 公告\n\n研报 诊断\n\n所属板块\n\n热点概念\n\n在K线上\n\n在K线上就可以查看红绿电波信号\n\n就可以查看红绿电波信号券\n\n上证指数本产品适合风险承受能力等级为稳健型（C3）及以上.拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看。买入卖出撤单提醒更多\n\n贵州茅台\n\n问\n\n市值22048.28亿\n\n最高 今开 市值2 2 0 4 8 . 2 8 亿\n\n换手率\n\n最低 换手率 0.20% 成交额 4 4 . 3 7 亿\n\n0.20%成交额44.37亿\n\n分时 五日 周K 月K 分钟\n\n2216.96\n\n2216.96 2216.96?\n\n2216.96\n\n1975.98\n\n1735.601735.00\n\n2021/11/03\n\n2021/11/03 2022/02/15\n\n2022/02/15\n\nCR:67.34 MA1:6284MA2:81.59 MA3:138.22MA4:144.96\n\nCR\n\n219.48\n\n新闻 简况 公告 研报 诊断\n\n所属板块\n\n热点概念\n\n在K线上\n\n在K线上就可以查看红绿电波信号\n\n就可以查看红绿电波信号券\n\n上证指数本产品适合风险承受能力等级为稳健型（C3）及以上.拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看。买入卖出撤单提醒更多\n\n贵州茅台\n\n问\n\n市值22048.28亿\n\n最高 今开 市值2 2 0 4 8 . 2 8 亿\n\n换手率\n\n最低 换手率 0.20% 成交额 4 4 . 3 7 亿\n\n0.20%成交额44.37亿\n\n分时 五日 周K 月K 分钟\n\n2216.96\n\n2216.96→2 2 1 6 . 9 6\n\n2216.96	{'number': 3, 'question': [{'question': '该股票的今日最高市值是多少？', 'answer': '22048.28亿'}, {'question': '该股票今日最低换手率是多少？', 'answer': '0.20%'}, {'question': '该股票今日的成交额是多少？', 'answer': '44.37亿'}]}
5-5 尾盘掘金.txt	短线宝\n\n娘线宝\n\n国热点，城性短线\n\n机金\n\n更多\n\n热点雷达\n\n挖掘盘中重磅消息\n\n尾盘掘金\n\n尾盘牛股捡漏神器\n\n神奇点击点金投\n\n红波关注、绿波观望，发现个股交易机.\n\n本产品适合风险承受能力等级为稳健型（C 3 ）及以上，拟投资\n\n品种包含权益类的投资者，如您不符合要求，建议退出观看。\n\n说明\n\n点金投\n\n逐一击破· 投资痛点\n\n到期日2023-04-01\n\n立即续费\n\n到期日2 0 2 3 - 0 4 - 0 1 立即续费\n\n多维选股 择时买卖 数据服务\n\n多维选股\n\n数据服务辽描中\n\n择时买卖\n\n辽插中\n\n尾盘掘金\n\n参考使\n\n早盘错杀的个股，把握短线机会\n\n约客\n\n股票名称\n\n股票名称 入选后最大涨幅\n\n入选后最大涨幅\n\n新亚制程\n\n新亚制程 6.08\n\n6.08\n\n视湘油泵\n\n17.79\n\n证通电子\n\n证通电子 8.96\n\n8.96\n\n北上资金策略\n\n深度分析，发掘国外资金喜欢的优质个股\n\n股票名称\n\n入选价\n\n入选后最大涨幅\n\n股票名称 入选价 入选后最大涨幅\n\n找到尾盘掘金\n\n大华股份\n\n大华股份 14.93 0.00%\n\n0.00%\n\n本产品适合风险承受能力等级为稳健型（C3）及以上：拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看。卫星化学23.900.00%\n\n尾盘掘金 说明\n\n尾盘掘金\n\n尾盘精选牛股，把握短线机会\n\n到期日：2 0 2 3 - 0 4 - 0 1 立即续费\n\n立即续费\n\n最新入选\n\n赛伍技术\n\n赛伍技术 伊戈尔\n\n伊戈尔\n\n| 入选价 | 24.99入选价 | 19.86 | 最大涨幅 |\n| 最大涨幅 | 最大涨幅 | 入选价 | 最大涨幅 |\n| 股票名称 | 2022/07/2214:30更新 | | |\n| | 频内容仅供签 | | |\n| | 历史入选 | | |\n| | ? | | |\n| | 入选日期 | | |\n|-|-|-|-|\n| 华明装备 | 07-21 | 8.92 | |\n| 同庆楼 | 07-21 | 20.65 | |\n| 百合股份 | 07-21 | 45.21 | |\n\n数据来自于历史统计，具有时效性，仅供参考，不代表未\n\n数据来自于历史统计，具有时效性，仅供参考，不代表未来投资表现。股市有风险，投资需谨慎\n\n来投资表现。股市有风险，投资需谨慎。\n\n进入尾盘掘金页面	{'number': 5, 'question': [{'question': '尾盘掘金产品适合哪种风险承受能力等级的投资者？', 'answer': '尾盘掘金产品适合风险承受能力等级为稳健型（C3）及以上的投资者。'}, {'question': '尾盘掘金产品适合哪些类型的投资者？', 'answer': '尾盘掘金产品适合风险承受能力等级为稳健型（C3）及以上的投资者。'}, {'question': '尾盘掘金产品适合哪些风险承受能力等级的投资者？', 'answer': '尾盘掘金产品适合风险承受能力等级为稳健型（C3）及以上的投资者。'}, {'question': '尾盘掘金产品适合哪些类型的投资者？', 'answer': '尾盘掘金产品适合风险承受能力等级为稳健型（C3）及以上的投资者，拟投资品种包含权益类的投资者。'}, {'question': '尾盘掘金产品适合哪些类型的投资者？', 'answer': '尾盘掘金产品适合风险承受能力等级为稳健型（C3）及以上的投资者，拟投资品种包含权益类的投资者。'}]}
6-1 涨停雷达.txt	09:27\n\n入选时间\n\n9.47\n\n三收益 止损\n\n预计1 - 1 2 日实现海利润7 9 4 8 4 3 0 万元一\n\n催化剂\n\n1 0 3 4 9 8 . 0 0 万元，较上年同期改变2 5 . 9 4 %\n\n| 成功率 | 说明入选时间 |\n|-|-|\n| 最高收益平均值 | |\n| 提示：数据来自于历史统计，具有时效性，仅供参考，不代表未来投资表现，不构成投资建议。股市有风险，投资需谨慎。 | |\n| 最新入选? | 01-19更 |\n| 每个交易日09：25-09：35之间更新 | |\n| 双箭股份入选时间09：27入选价 | X8.21 |\n| 最高收益止损价 | 7.39 |\n| 催化剂预计1-12月实现净利润24000万元一 | |\n| 28000万元，较上年同期改变111.19%一146.38%。（归属上市公司股东净利润） | |\n| 燕塘乳业 | |\n| 入选时间09：27入选价 | 18.90 |\n| 最高收益止损价 | 17.01 |\n| 点击更多查看催 | 万元 |\n| 198 | （归 |\n| 属上 | |\n| 近7个交易日 | |\n| 入选个股雪峰科技 | |\n| 入选时间09：2 | 6.86 |\n| 最高收益止损价 | 6.17 |\n| 催化剂预计1-12号实净利润86000.00万元，较上年同期改变2917%。（归上市公司股东净利润） | |\n\n涨停雷达\n\n涨停雷达\n\n掘金利好驱动大牛股\n\n0:00\n\n00:0\n\n中\n\n适合人群：稳健型及以上，且投资范围包含权益类\n\n风险提示\n\n涨停雷达是基子 易所等公开信息建立\n\n深圳证券交易所等公开信息建立\n\n你也可以\n\n分析模型。请投\n\n分析模型、请投 避免发生模型策略与\n\n避免发生模型策略与\n\n您预想不 不构成具体投资\n\n您预想不一致的\n\n不构成具体投资\n\n致印\n\n点击A I 课堂\n\n建议，不作为\n\n建议，不作为 涨停雷达中信息\n\n涨停雷达中信息\n\n投资所引发或 承担。市场有风\n\n投资所引发0\n\n承担。市场有风\n\n险，投资需谨慎。\n\n本产品仪适用于稳健型级以上的权益类投资者	{'number': 5, 'question': [{'question': '燕塘乳业的入选价格是多少？', 'answer': '燕塘乳业的入选价格是18.90。'}, {'question': '雪峰科技的入選價格是多少？', 'answer': '雪峰科技的入選價格是6.86。'}, {'question': '催化剂预1-12月实现净利润是多少？', 'answer': '催化剂预1-12月实现净利润24000万元。'}, {'question': '双箭股份的入選價格是多少？', 'answer': '双箭股份的入選價格是X8.21。'}, {'question': '燕塘乳业的最髙收益止损价是多少？', 'answer': '燕塘乳业的最髙收益止损价是17.01。'}]}
4-3 尾盘掘金.txt	中信建投证券\n\n尾盘掘金\n\n14:30\n\n挖掘尾盘强势金股\n\n本产品适合风险承受能力等级为稳障型\n\n664690\n\n-4.56\n\n5.12\n\n| 664690-4.565.12 | 尾盘交 |\n| 中信建投限券 | |\n|-|-|\n| 分时图现价代码 | |\n\n分时图\n\n尾盘交易情况多\n\n会影响次日股价走势\n\n代码 现价\n\n6.78\n\n662574-3.32 6.78\n\n-3.32\n\n662574\n\n旅受能力零级为 型）及以 投资\n\n中信建投证券\n\n尾盘交易情况多\n\n会影响次日股价走势\n\n代码 现价\n\n6.78\n\n662574-3.32 6.78\n\n-3.32\n\n662574\n\n6.53\n\n602344 12.78\n\n12.78\n\n602344\n\n中信建投证券\n\n尾盘交易情况多\n\n| 代码 | - | 现金 | 会影响次日股价走势 |\n|-|-|-|-|\n| 662574 | -3.32 | 6.78 | |\n| 602344 | 1278 | 6.63 | |\n| 608641 | 10.23 | 5.25 | |\n\n合风险承受影九等级为稳建型（（C 3 ）及以上\n\n好建设证疗\n\n尾盘交易情况多\n\n代码 现价\n\n| 0 | 1 | 2 | 3 |\n|-|-|-|-|\n| 662574 | -3.32 | 6.78 | 会影响次日股价走势 |\n| 602344 | 12.78 | 6.53 | |\n| 608641 | 10.23 | 525 | |\n| 代码 | | 现金 | |\n\n| 0 | 1 | 2 | 3 |\n|-|-|-|-|\n| 代码661074668992 | -6.56 | 现价7.78567 | 尾盘交易情况多影响次日股价走势 |\n| 661245 | -3.78 | 9.02 | |\n| 代码 | 张餐% | 磁价 | |\n| 661074 | 6.56 | 7.78 | |\n| | 承梦力等级 | 为艳型（C | 及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议遗出观 |\n\n代码 张幅% 现价\n\n7.78\n\n661074-6.56 7.78\n\n668992 8.31 3.67\n\n-3.78\n\n9.02\n\n-3.78 9.02\n\n661245\n\n现价\n\n代烟\n\n7.78\n\n661074-6.56\n\n-6.56 7.78\n\n661074	{'number': 3, 'question': [{'question': '中信建投证券尾盘交易情况多会影响什么？', 'answer': '尾盘交易情况多会影响次日股价走势。'}, {'question': '中信建投证券尾盘交易情况多会影响什么？', 'answer': '尾盘交易情况多会影响次日股价走势。'}, {'question': '中信建投证券尾盘交易情况多会影响什么？', 'answer': '尾盘交易情况多会影响次日股价走势。'}]}
6-2 筹码掘金.txt	| - | - | - | - |\n|-|-|-|-|\n| | 筹码掘金 | | 说明 |\n| | Q输入股票代码/名称 | | 查询 |\n| 自选全部 | | | 显示分析 |\n| ①提示：股票池每周一9点更新，跟踪20个交易日，超出范围不再跟踪 | 出范围不再 | | |\n| 股票名称 | 信号价支撑强度筹码集中度 | | 支撑位 |\n| | 20日内最高涨幅 | | |\n| | 2024年01月22日 | | |\n| 梦天家居 | 9078.78% | | 12.37 |\n| 603216 | | | |\n| 奥普家居 | 9075.64% | | 9.74 |\n| 603551 | | | |\n| 金富科技 | 8986.99% | | 10.12 |\n| 003018 | | | |\n| 友好集团 | | | 5.93 |\n| 600778 | 第一个功能 | | |\n| 原尚股份 | 是中线选股 | | 15.54 |\n| 603813 | | | |\n| 王力安防 | 7988.12% | | 9.38 |\n| 605268 | | | |\n| 天正电气 | 7475.81% | | 8.55 |\n| 605066 | | | |\n| 中农立华 | 6 | | 15.11 |\n| 603970 | | | |	{'number': 3, 'question': [{'question': '梦天家居在2024年01月22日的20日内最高涨幅是多少？', 'answer': '9078.78%'}, {'question': '奥普家居在2024年01月22日的20日内最高涨幅是多少？', 'answer': '9075.64%'}, {'question': '金富科技在2024年01月22日的20日内最高涨幅是多少？', 'answer': '8986.99%'}]}
【勿外传】智能投顾产品要素表.txt	| 神奇九转要素表——寻找拐点信号（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 操作要求 | 22 | 可签约时间 | 交易日9:00—16:00 |\n\n| 神奇九转要素表——寻找拐点信号（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 操作要求 | 23 | 生效时间 | 签约当日生效 |\n\n| 神奇九转要素表——寻找拐点信号（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 操作要求 | 24 | 解约时间 | 首次签约可在5个交易日内解约，非首次签约不可解约 |\n\n| 神奇九转要素表——寻找拐点信号（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 操作要求 | 25 | 风险提示 | 神奇九转作为技术指标，并不能完全武断的以此为买卖股票的判断基础，而是应集合基本面、其他技术指标来记性综合分析，数据仅供参考。 |\n\n| 神奇九转要素表——寻找拐点信号（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 操作要求 | !!! | 创收&提成 | 员工销售神奇九转，计入60%业绩创收，提成为创收的50%。例：神奇九转年度产品为1588元，创收为952元，业绩提成为476元。 |\n| |              | 严禁向客户发送 | |	{'number': 4, 'question': [{'question': '神奇九转作为技术指标，能否完全作为买卖股票的唯一判断基础？', 'answer': '神奇九转作为技术指标，并不能完全武断的以此作为买卖股票的判断基础，而是应集合基本面、其他技术指标来进行综合性分析，数据仅供参考。'}, {'question': '神奇九转作为技术指标，员工销售该产品能获得多少业绩创收和提成？', 'answer': '员工销售神奇九转，计为60%业绩创收，提成为创收的50%。例如：神奇九转年度产品为1588元，创收为952元，业绩提成为476元。'}, {'question': '神奇九转作为技术指标，首次签约后可以在多少个交易日内解约？', 'answer': '首次签约可在5个交易日内解约，非首次签约不可解约。'}, {'question': '神奇九转作为技术指标，员工销售该产品的创收和提成比例是多少？', 'answer': '员工销售神奇九转，计为60%业绩创收，提成为创收的50%。'}]}
企微聊天记录(1).txt	王静辉 2/14 15:51:15\n超梦超梦 短线宝都有哪些收费方式？ 超梦 2/14 15:51:23	{'number': 3, 'question': [{'question': '超梦短线宝都有哪些收费方式？', 'answer': '超梦短线宝的收费方式包括但不限于订阅费、交易佣金等。'}, {'question': '超梦短线宝的订阅费用如何计算？', 'answer': '超梦短线宝的订阅费用根据服务周期和内容深度不同而有所差异。'}, {'question': '超梦短线宝的交易佣金是如何计算的？', 'answer': '超梦短线宝的交易佣金根据交易金额和服务类型不同而有所差异。'}]}
【勿外传】智能投顾产品要素表.txt	| 涨停雷达要素表——事件驱动掘金大牛股（相关数据更新至2021.11.25） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 基本信息 | 6 | 产品特点 | 1、选取业绩超预期、分析师覆盖的个股进行研究，精选好公司。 |\n| |              | | 2、每只股票都有对应的止损价，帮助投资者控制风险。 |\n| |              | | 3、每一只股票都有入选逻辑，帮助投资者理解投资机会。 |\n\n| 涨停雷达要素表——事件驱动掘金大牛股（相关数据更新至2021.11.25） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 基本信息 | 7 | 签约理由 | 1、算法筛选+人工相结合的选股模式，帮助投资者在众多公告中寻找有业绩和利好驱动的投资机会。 |\n| |              | | 2、每天个股公告众多，通过算法+人工的方式帮助投资者做减法，筛选出最优质的投资机会。 |\n\n| 涨停雷达要素表——事件驱动掘金大牛股（相关数据更新至2021.11.25） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 基本信息 | 8 | 选股流程 | 近期发布了业绩预告或者有卖方研报覆盖的上市公司，进入模型的备选池。业绩和公告超预期的公司再进入下一备选池。最后研究员结合市场情绪、估值和量价关系精选4家投资机会。 |\n\n| 涨停雷达要素表——事件驱动掘金大牛股（相关数据更新至2021.11.25） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 基本信息 | 9 | 目标客户画像 | 【中短线客户】、【缺乏选股能力】、【1—10万客户】 |\n\n| 涨停雷达要素表——事件驱动掘金大牛股（相关数据更新至2021.11.25） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 基本信息 | 10 | 服务内容 | 每个交易日开盘前，结合业绩公告+研报，精选3-5只具有上涨潜力的个股机会。 |	{'number': 5, 'question': [{'question': '涨停雷达要素表中的股票选择流程包括哪些步骤？', 'answer': '近期发布了业绩预告或者有卖方研报覆盖的上市公司，进入模型的备选池。业绩和公告超预期的公司再进入下一备选池。最后研究员结合市场情绪、估值和量价关系精选4家投资机会。'}, {'question': '涨停雷达要素表中的股票选择流程最后一步是什么？', 'answer': '最后研究员结合市场情绪、估值和量价关系精选4家投资机会。'}, {'question': '涨停雷达要素表中的股票选择流程中，初步筛选后的公司需要满足什么条件才能进入下一备选池？', 'answer': '业绩和公告超预期的公司再进入下一备选池。'}, {'question': '涨停雷达要素表中的股票选择流程中，初步筛选后的公司需要满足什么条件才能进入下一备选池？', 'answer': '业绩和公告超预期的公司再进入下一备选池。'}, {'question': '涨停雷达要素表中的股票选择流程中，初步筛选后的公司需要满足什么条件才能进入下一备选池？', 'answer': '业绩和公告超预期的公司再进入下一备选池。'}]}
1智能投顾产品合集.txt	| 智能投顾选股类产品合集 | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 | Unnamed: 4 | Unnamed: 5 | Unnamed: 6 | Unnamed: 7 | Unnamed: 8 | Unnamed: 9 |\n|-|-|-|-|-|-|-|-|-|-|\n| 科创板股票 | 收费，每笔买卖交易额外收8.8元 | 有 | 科创板股票 | 收费，每笔买卖交易额外收8.8元 | 每周第一个交易日 9:25 | 有 | 每周第一个交易日 9:25 | 签约二维码 | 客户适当性要求 |\n| |                               | |              | |                       | |                       | | 稳健型、积极型、激进型，且投资品种包含权益类容户 |\n| |                               | |              | |                       | |                       | | 注意事项: |\n| |                               | |              | |                       | |                       | | 模型反映主力行为指标具备滞后性，投资者需要充分知晓风险，根据其他指标判断，做出合理决策。单纯参考模型指标，可能给客户带来投资风险。 |	{'number': 3, 'question': [{'question': '科创板块股票每笔买卖交易额外收取多少费用？', 'answer': '科创板块股票每笔买卖交易额外收取8.8元。'}, {'question': '科创板块股票的交易推荐在每周的哪个时间点进行？', 'answer': '每周第一个交易日9:25。'}, {'question': '科创板块股票的交易推荐适合哪些风险类型的投资者？', 'answer': '稳健型、积极型、激进型，且投资品种包含权益类容户。'}]}
1智能投顾产品合集.txt	| 智能投顾选股类产品合集 | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 | Unnamed: 4 | Unnamed: 5 | Unnamed: 6 | Unnamed: 7 | Unnamed: 8 | Unnamed: 9 |\n|-|-|-|-|-|-|-|-|-|-|\n| |                                                                                                                                                | |                        | |                                                                  | 一周回顾：每周五 15:30 左右总结精选一周回顾，辅助复盘。 | | | |	{'number': 3, 'question': [{'question': '智能投顾选股类产品的一周回顾是在每周的什么时间进行总结？', 'answer': '每周五15:30左右总结精选一周回顾，辅助复盘。'}, {'question': '智能投顾选股类产品的一周回顾主要目的是什么？', 'answer': '辅助复盘。'}, {'question': '智能投顾选股类产品的一周回顾总结在每周的什么时间进行？', 'answer': '每周五15:30左右总结精选一周回顾，辅助复盘。'}]}
【勿外传】智能投顾产品要素表.txt	| 神奇电波要素表——红绿电波择时信号（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 操作要求 | 16 | 销售客户适当性要求 | 风险承受能力为中等及以上，投资品种包含权益类 |\n\n| 神奇电波要素表——红绿电波择时信号（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 操作要求 | 17 | 服务范围 | 上证、深证市场股票。不含ST、创业板、科创板及北交所股票 |\n\n| 神奇电波要素表——红绿电波择时信号（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 操作要求 | 18 | 账户要求 | 中信建投证券资金账户 |\n\n| 神奇电波要素表——红绿电波择时信号（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 操作要求 | 19 | 付费方式 | 资金账户可用资金 |\n\n| 神奇电波要素表——红绿电波择时信号（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 操作要求 | 20 | 签约途径 | 蜻蜓点金APP-首页AI选股—神奇电波 |\n\n| 神奇电波要素表——红绿电波择时信号（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 操作要求 | 21 | 可签约时间 | 交易日9:00—16:00 |\n\n| 神奇电波要素表——红绿电波择时信号（相关数据更新至2022.01.26） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |\n|-|-|-|-|\n| 操作要求 | 22 | 生效时间 | 签约当日生效 |	{'number': 3, 'question': [{'question': '红绿灯择时信号服务的可签约时间是什么时候？', 'answer': '交易日9:00—16:00。'}, {'question': '红绿灯择时信号服务的账户要求是什么？', 'answer': '中信建投证券资金账户。'}, {'question': '红绿灯择时信号服务的操作要求中，销售客户适当性要求是什么？', 'answer': '风险承受能力为中等及以上，投资品种包含权益类。'}]}
